datetime,open,high,low,close,volume,iv,oi,spot,strike
2021-10-26 09:15:00,144.7,154.0,113.45,138.95,1136750,19.295944,1549650,18235.6504,18300.0
2021-10-26 09:30:00,139.05,139.05,108.7,111.95,1225950,18.382499,750300,18224.6992,18250.0
2021-10-26 09:45:00,138.7,142.9,111.6,116.7,1360800,17.769688,1812600,18259.3008,18300.0
2021-10-26 10:00:00,116.75,126.45,113.1,124.8,1295350,16.764824,1931500,18234.6504,18300.0
2021-10-26 10:15:00,125.75,135.45,101.3,114.7,2402800,17.469838,805550,18208.6504,18250.0
2021-10-26 10:30:00,114.5,129.25,100.15,108.0,1034700,17.016294,4465100,18165.5,18200.0
2021-10-26 10:45:00,108.45,141.85,102.35,127.1,4596450,18.960441,4086550,18150.0,18200.0
2021-10-26 11:00:00,127.35,137.3,115.5,119.6,2101550,18.797705,4128950,18161.6504,18200.0
2021-10-26 11:15:00,119.55,138.95,110.0,124.4,2033400,20.294554,1344400,18117.3008,18150.0
2021-10-26 11:30:00,125.0,148.9,113.2,139.7,1228450,19.868927,3934350,18135.3496,18200.0
2021-10-26 11:45:00,139.4,150.35,131.85,138.2,960800,19.773308,3914000,18136.6504,18200.0
2021-10-26 12:00:00,138.2,145.45,111.1,117.85,1329050,18.524571,3855750,18160.4492,18200.0
2021-10-26 12:15:00,118.3,140.5,109.35,112.5,814750,18.577698,3853200,18170.5996,18200.0
2021-10-26 12:30:00,112.2,149.7,107.85,115.0,2056700,19.422044,1448950,18123.75,18150.0
2021-10-26 12:45:00,142.75,144.0,110.3,111.2,1318350,18.632982,3740250,18172.8008,18200.0
2021-10-26 13:00:00,138.25,141.7,107.6,116.7,1115250,18.925115,3748150,18165.0,18200.0
2021-10-26 13:15:00,116.0,143.0,109.75,122.9,736750,17.760507,468100,18192.4492,18250.0
2021-10-26 13:30:00,122.7,131.1,103.2,127.8,756200,17.415164,1720700,18230.9492,18300.0
2021-10-26 13:45:00,101.45,134.4,99.1,131.2,681000,17.519131,1768550,18225.8496,18300.0
2021-10-26 14:00:00,131.2,134.75,99.25,113.75,953950,16.543959,1784500,18246.3496,18300.0
2021-10-26 14:15:00,113.9,125.3,109.75,114.35,1088250,16.916119,1833550,18248.4492,18300.0
2021-10-26 14:30:00,114.3,123.55,94.2,115.15,1664150,15.310098,1782900,18232.25,18300.0
2021-10-26 14:45:00,114.65,117.75,101.6,105.0,1166350,14.608039,1739150,18242.75,18300.0
2021-10-26 15:00:00,105.05,112.65,87.0,88.6,1751700,13.709296,1828450,18262.6992,18300.0
2021-10-26 15:15:00,88.05,111.85,80.65,82.0,961950,12.071671,227700,18308.9492,18350.0
2021-10-27 09:15:00,99.8,131.8,75.1,105.3,2737850,20.225044,346400,18308.5,18350.0
2021-10-27 09:30:00,104.6,122.8,99.0,113.7,957550,20.181481,415000,18293.0508,18350.0
2021-10-27 09:45:00,113.45,113.45,97.9,101.8,597800,20.258326,493200,18313.8496,18350.0
2021-10-27 10:00:00,101.6,120.75,98.05,107.85,722050,19.758099,480200,18298.9492,18350.0
