datetime,open,high,low,close,volume,iv,oi,spot,strike
2020-12-29 09:15:00,438.95,466.9,438.95,463.0,37350,20.902486,1431900,13953.0,13500.0
2020-12-29 09:30:00,463.0,466.05,454.8,464.6,69225,0.0,1421100,13956.7999,13500.0
2020-12-29 09:45:00,464.6,471.5,464.0,470.0,16350,22.83896,1413600,13959.1,13500.0
2020-12-29 10:00:00,470.0,472.9,465.95,468.55,11025,24.530509,1407900,13956.2999,13500.0
2020-12-29 10:15:00,468.55,468.55,460.0,462.5,30375,29.657249,1395075,13943.3999,13500.0
2020-12-29 10:30:00,463.0,509.0,447.0,490.95,11850,33.83541,83775,13917.2999,13450.0
2020-12-29 10:45:00,490.95,521.15,451.25,474.85,7575,29.357646,83175,13907.6,13450.0
2020-12-29 11:00:00,507.25,508.0,459.9,480.0,1350,32.485771,78750,13908.2,13450.0
2020-12-29 11:15:00,480.0,483.0,462.25,462.25,675,34.916225,78675,13883.7,13450.0
2020-12-29 11:30:00,462.25,475.75,462.1,466.45,900,34.023972,78750,13890.6,13450.0
2020-12-29 11:45:00,466.45,485.1,466.45,477.2,975,34.773257,78975,13901.2,13450.0
2020-12-29 12:30:00,477.2,477.2,464.2,464.2,450,31.831984,78825,13893.1,13450.0
2020-12-29 13:00:00,464.2,497.1,444.3,454.5,11175,32.046968,1380750,13932.2999,13500.0
2020-12-29 13:15:00,454.5,460.9,449.95,452.0,10050,28.121764,1376850,13936.2,13500.0
2020-12-29 13:30:00,452.0,500.85,438.9,487.0,4875,30.176711,78375,13921.0,13450.0
2020-12-29 13:45:00,487.0,487.0,479.2,479.2,75,28.080981,78375,13915.3999,13450.0
2020-12-29 14:00:00,438.85,493.5,438.85,493.5,8325,32.469049,78375,13924.8999,13450.0
2020-12-29 14:15:00,442.85,495.0,442.85,470.95,675,31.339732,78150,13902.5,13450.0
2020-12-29 14:30:00,470.95,493.0,438.95,457.0,10800,33.965952,1369725,13932.5,13500.0
2020-12-29 14:45:00,457.05,458.4,446.55,447.0,4275,31.679737,1368225,13926.0,13500.0
2020-12-29 15:00:00,443.0,452.75,440.95,446.95,9450,28.020271,1365600,13931.8999,13500.0
2020-12-29 15:15:00,447.8,448.25,437.45,441.9,16875,27.131971,1361775,13927.7999,13500.0
2020-12-30 09:15:00,479.0,507.0,427.0,479.35,11850,43.683096,77025,13909.7,13450.0
2020-12-30 09:30:00,479.35,487.7,437.85,440.15,1950,35.857479,1352625,13927.2999,13500.0
2020-12-30 09:45:00,440.0,487.0,433.05,485.1,1275,41.636943,76575,13919.2999,13450.0
2020-12-30 10:00:00,485.1,485.1,475.0,485.0,225,39.783575,76575,13921.5,13450.0
